L        beta       energy       spec-heat    abs-magnet   suscept
038      0.4949      -0.865000        0.220853             0.901842         0.689064
038      0.4574      -0.777355        0.277397             0.789183         2.568655
038      0.4107      -0.587188        0.334761             0.240720        13.450599
038      0.3626      -0.466343        0.146224             0.089515         2.237959
038      0.3911      -0.530983        0.210689             0.163144         8.938468
038      0.5271      -0.905512        0.158769             0.938837         0.211565
038      0.4271      -0.638906        0.395087             0.395042        24.482287
038      0.4422      -0.730623        0.393006             0.718449         4.088698
038      0.4742      -0.829986        0.237271             0.869889         0.643629
038      0.2719      -0.309972        0.057306             0.049280         0.533131
038      0.4974      -0.869404        0.236648             0.909626         0.459529
038      0.4590      -0.793393        0.265896             0.825582         1.582198
038      0.4760      -0.827548        0.298598             0.864931         1.035570
038      0.4437      -0.725346        0.602900             0.637632        33.001598
038      0.4286      -0.655194        0.548799             0.412341        27.755452
038      0.3662      -0.472895        0.109922             0.105734         2.839990
038      0.4125      -0.597853        0.343229             0.255263        19.775113
038      0.5318      -0.911981        0.177612             0.943338         0.191557
038      0.3933      -0.537479        0.152646             0.162964         6.792742
038      0.2965      -0.346662        0.091590             0.054861         0.694568
038      0.5000      -0.871648        0.163222             0.911704         0.294183
038      0.4606      -0.783186        0.424019             0.796510         4.680438
038      0.4779      -0.832216        0.267323             0.869100         0.815992
038      0.4301      -0.649792        0.356717             0.384557        26.024038
038      0.4452      -0.743324        0.412079             0.731427         5.492276
038      0.5372      -0.915471        0.193637             0.946634         0.220670
038      0.4142      -0.597008        0.332647             0.234141        15.494786
038      0.3115      -0.367452        0.110192             0.063726         1.052237
038      0.3696      -0.479820        0.170762             0.093172         3.580695
038      0.3955      -0.543961        0.221982             0.144654         4.990218
038      0.4622      -0.802410        0.263497             0.831025         1.357488
